10.0,6.0,-0.9852055469239489
24.0,8.0,-1.0
20.0,5.0,-0.9571712182839434
24.0,6.0,-0.9996558843771508
17.0,35.0,-0.9995199231877101
10.0,13.0,-0.9991336991048224
10.0,6.0,-0.9852055469239489
10.0,22.0,-0.9992917847025495
15.0,9.0,-0.9987255734919287
10.0,7.0,-0.9973054900639946
17.0,35.0,-0.9995199231877101
10.0,29.0,-0.9994334277620396
22.0,9.0,-1.0
15.0,9.0,-0.9987255734919287
20.0,8.0,-0.9983050847457627
10.0,31.0,-0.9994351878000565
23.0,7.0,-0.9993506493506494
22.0,6.0,-0.9984157160963245
10.0,12.0,-0.9984472049689441
10.0,10.0,-0.9981246393537219
23.0,7.0,-0.9993506493506494
10.0,31.0,-0.9994351878000565
10.0,29.0,-0.9994334277620396
10.0,9.0,-0.9978361223312175
10.0,8.0,-0.997403346797461
10.0,10.0,-0.9981246393537219
10.0,13.0,-0.9991336991048224
10.0,7.0,-0.9973054900639946
15.0,12.0,-0.998728813559322
15.0,12.0,-0.998728813559322
15.0,8.0,-0.9983007646559048
20.0,8.0,-0.9983050847457627
15.0,8.0,-0.9983007646559048
17.0,35.0,-0.9995199231877101
15.0,9.0,-0.9987255734919287
10.0,31.0,-0.9994351878000565
10.0,29.0,-0.9994334277620396
10.0,10.0,-0.9981246393537219
10.0,13.0,-0.9991336991048224
15.0,12.0,-0.998728813559322
17.0,35.0,-0.9995199231877101
10.0,10.0,-0.9981246393537219
10.0,13.0,-0.9991336991048224
15.0,9.0,-0.9987255734919287
17.0,35.0,-0.9995199231877101
15.0,9.0,-0.9987255734919287
17.0,35.0,-0.9995199231877101
17.0,35.0,-0.9995199231877101
17.0,35.0,-0.9995199231877101
17.0,35.0,-0.9995199231877101
